0,22583
1,28475
2,35706
3,29155
4,1994
5,29737
6,43634
7,26502
8,8469
9,23564
10,26490
11,35881
12,4768
13,43482
14,26840
15,10538
16,18528
17,45297
18,1156
19,20167
20,14103
21,12731
22,23989
23,22873
24,33838
25,6721
26,47727
27,35319
28,379
29,10525
30,26420
31,4694
32,23435
33,34146
34,33265
35,38715
36,11661
37,46064
38,45173
39,7841
40,3925
41,1063
42,37592
43,24748
44,28112
45,31345
46,21767
47,25680
48,27114
49,28882
50,29895
51,33896
52,8157
53,16333
54,12159
55,26909
56,44323
57,26258
58,37390
59,12227
60,38635
61,47515
62,14681
63,30337
64,11675
65,4677
66,40359
67,27509
68,1071
69,32215
70,35821
71,44687
72,17006
73,29447
74,2738
75,13541
76,40804
77,33807
78,25245
79,5307
80,26895
81,25237
82,6680
83,17498
84,8965
85,16784
86,46538
87,47345
88,1352
89,49766
90,31334
91,17225
92,43829
93,24818
94,27412
95,43812
96,1804
97,37595
98,16248
99,10925
100,14587
101,45235
102,22016
103,4316
104,3827
105,42674
106,40707
107,25949
108,26676
109,9426
110,36125
111,44846
112,36735
113,37001
114,37349
115,23371
116,34789
117,23099
118,29260
119,47043
120,30380
121,10677
122,30292
123,36380
124,28858
125,32121
126,30933
127,9565
128,13476
129,12638
130,37425
131,5519
132,3529
133,40582
134,29617
135,976
136,30457
137,21893
138,18026
139,28820
140,9943
141,29834
142,44370
143,22246
144,2385
145,41611
146,26994
147,3071
148,6108
149,25815
150,24472
151,19588
152,17288
153,4239
154,44087
155,42136
156,24993
157,10169
158,49322
159,17735
160,14095
161,30319
162,27075
163,28015
164,29654
165,23725
166,5431
167,2419
168,25794
169,2801
170,37993
171,31380
172,33453
173,37496
174,40768
175,38348
176,5273
177,40187
178,33163
179,34787
180,19186
181,22465
182,2470
183,49181
184,12147
185,42891
186,15525
187,34998
188,10915
189,49667
190,16742
191,2934
192,38283
193,40182
194,33621
195,41866
196,18438
197,48632
198,10521
199,11564
200,25441
201,18090
202,36906
203,23244
204,23242
205,33531
206,42877
207,5314
208,12566
209,43463
210,2301
211,48336
212,24837
213,7672
214,7373
215,30792
216,2634
217,8645
218,48246
219,38387
220,22506
221,8698
222,45432
223,35767
224,34381
225,349
226,3498
227,28745
228,10710
229,3856
230,1755
231,23745
232,9328
233,23481
234,42419
235,42781
236,37533
237,44254
238,46673
239,19764
240,3446
241,17493
242,7961
243,23004
244,37679
245,17531
246,27962
247,36561
248,18002
249,40085
250,42216
251,46978
252,34444
253,34662
254,2602
255,3627
256,13488
257,43848
258,30224
259,37489
260,26152
261,34796
262,49217
263,22927
264,15980
265,38774
266,46938
267,23563
268,3889
269,21171
270,24722
271,29081
272,32299
273,4051
274,49919
275,48786
276,41747
277,21007
278,2472
279,6556
280,10836
281,40967
282,20134
283,30858
284,15241
285,8246
286,1081
287,20982
288,47604
289,28959
290,5132
291,38921
292,47117
293,33325
294,9390
295,28579
296,47774
297,20731
298,9554
299,47927
300,28996
301,38923
302,41457
303,23010
304,35042
305,9590
306,18281
307,43675
308,5770
309,1526
310,23574
311,25663
312,43620
313,2044
314,40819
315,31836
316,46686
317,24997
318,6336
319,40614
320,21605
321,28591
322,35152
323,5354
324,38074
325,2806
326,6358
327,29039
328,12846
329,17437
330,30937
331,3103
332,46294
333,47297
334,21844
335,27130
336,28709
337,4711
338,28915
339,41590
340,43361
341,25366
342,28615
343,9485
344,17270
345,31839
346,12233
347,37676
348,35496
349,36112
350,1089
351,20168
352,10376
353,6226
354,27850
355,38834
356,13095
357,6391
358,18966
359,1601
360,34967
361,33186
362,7440
363,41506
364,37924
365,23714
366,5110
367,31722
368,11102
369,35546
370,43849
371,31823
372,29916
373,36153
374,44016
375,47571
376,22818
377,11402
378,32141
379,30407
380,4692
381,36246
382,33296
383,4117
384,36980
385,27708
386,6759
387,36409
388,38803
389,43221
390,38939
391,22847
392,22340
393,32400
394,7220
395,41483
396,14802
397,7384
398,2
399,35516
400,17347
401,9903
402,27556
403,38083
404,13607
405,21734
406,27589
407,18175
408,23365
409,40575
410,42895
411,45667
412,14049
413,31837
414,13630
415,19249
416,21134
417,4520
418,3016
419,3513
420,5498
421,13294
422,45763
423,28259
424,6137
425,14608
426,47267
427,40559
428,12999
429,22789
430,41263
431,24628
432,20845
433,18104
434,42441
435,19561
436,9061
437,4194
438,35912
439,42209
440,32875
441,12912
442,1255
443,6156
444,16178
445,9233
446,39700
447,42453
448,1536
449,2787
450,46739
451,20312
452,29482
453,39193
454,22721
455,42799
456,24559
457,14466
458,37390
459,40003
460,21054
461,15274
462,24204
463,14349
464,9148
465,11919
466,424
467,16810
468,45076
469,42246
470,40304
471,18274
472,10707
473,3649
474,41288
475,20291
476,17650
477,49408
478,48521
479,21234
480,22589
481,44840
482,1606
483,19415
484,33404
485,37124
486,1856
487,43888
488,26108
489,458
490,40056
491,37869
492,42615
493,33534
494,11285
495,34268
496,3386
497,28108
498,21993
499,19203
500,251
501,47819
502,12974
503,41432
504,15478
505,2715
506,37325
507,45343
508,8922
509,12485
510,49463
511,12510
512,29623
513,17550
514,29124
515,4867
516,28700
517,18755
518,47229
519,20243
520,869
521,9557
522,30453
523,10086
524,28442
525,7726
526,13466
527,5452
528,38558
529,24244
530,10140
531,13446
532,17359
533,21825
534,32138
535,16041
536,40097
537,15624
538,15031
539,20192
540,26278
541,43243
542,23268
543,17575
544,9509
545,1853
546,25737
547,18247
548,35032
549,10805
550,42339
551,4947
552,44057
553,31288
554,38861
555,9723
556,46527
557,20327
558,29208
559,35303
560,29488
561,45584
562,43172
563,29196
564,16038
565,33374
566,8660
567,20904
568,12598
569,10298
570,29741
571,20704
572,25169
573,2465
574,2376
575,44195
576,5065
577,33588
578,181
579,34001
580,18871
581,48409
582,10799
583,1372
584,18884
585,22549
586,44321
587,14269
588,437
589,25224
590,21944
591,48954
592,20495
593,1491
594,38132
595,49888
596,28575
597,17706
598,23313
599,44442
600,12720
601,29859
602,18692
603,34916
604,38695
605,42785
606,4408
607,24894
608,41402
609,14792
610,15875
611,36169
612,9722
613,41088
614,11144
615,14030
616,25369
617,41879
618,16922
619,38595
620,27985
621,7249
622,15104
623,14478
624,3674
625,18678
626,11265
627,43182
628,20555
629,15095
630,6998
631,17312
632,19186
633,11863
634,282
635,40624
636,33715
637,16136
638,43078
639,46870
640,43967
641,16449
642,37509
643,1140
644,36940
645,48470
646,7585
647,16563
648,15104
649,34722
650,15107
651,2763
652,25357
653,9660
654,25136
655,29765
656,38853
657,16587
658,35930
659,42639
660,17361
661,10724
662,33417
663,37321
664,44640
665,16046
666,24986
667,4888
668,38041
669,46826
670,34435
671,16701
672,11473
673,37529
674,33919
675,17846
676,16574
677,14504
678,13997
679,5713
680,42088
681,11371
682,8297
683,42349
684,32625
685,44807
686,35584
687,40872
688,27076
689,36077
690,16850
691,39778
692,40114
693,31935
694,37144
695,36053
696,3463
697,8904
698,27209
699,41256
700,8232
701,1383
702,17838
703,4488
704,13062
705,48446
706,49240
707,4395
708,46733
709,42162
710,36248
711,23237
712,43413
713,1879
714,18184
715,37934
716,25970
717,15935
718,26279
719,1235
720,8270
721,35509
722,3169
723,33440
724,1981
725,20413
726,11440
727,21838
728,35535
729,33115
730,18945
731,28369
732,474
733,49290
734,43726
735,43904
736,20161
737,7445
738,38953
739,20693
740,22227
741,32291
742,12913
743,49154
744,9252
745,22720
746,3811
747,29974
748,2740
749,14075
750,21375
751,26842
752,2839
753,30071
754,19209
755,21264
756,36219
757,38469
758,22464
759,42714
760,49596
761,31583
762,49849
763,21001
764,29686
765,5687
766,43636
767,41608
768,22101
769,31032
770,29991
771,33236
772,10514
773,40412
774,39189
775,1945
776,11865
777,13479
778,23936
779,8041
780,20598
781,44228
782,2812
783,6823
784,46858
785,6026
786,14191
787,42541
788,3513
789,23090
790,3774
791,4367
