0,50010
1,50009
2,50008
3,50007
4,50006
5,50005
6,50004
7,50003
8,50002
9,50001
10,50000
11,49999
12,49998
13,49997
14,49996
15,49995
16,49994
17,49993
18,49992
19,49991
20,49990
21,49989
22,49988
23,49987
24,49986
25,49985
26,49984
27,49983
28,49982
29,49981
30,49980
31,49979
32,49978
33,49977
34,49976
35,49975
36,49974
37,49973
38,49972
39,49971
40,49970
41,49969
42,49968
43,49967
44,49966
45,49965
46,49964
47,49963
48,49962
49,49961
50,49960
51,49959
52,49958
53,49957
54,49956
55,49955
56,49954
57,49953
58,49952
59,49951
60,49950
61,49949
62,49948
63,49947
64,49946
65,49945
66,49944
67,49943
68,49942
69,49941
70,49940
71,49939
72,49938
73,49937
74,49936
75,49935
76,49934
77,49933
78,49932
79,49931
80,49930
81,49929
82,49928
83,49927
84,49926
85,49925
86,49924
87,49923
88,49922
89,49921
90,49920
91,49919
92,49918
93,49917
94,49916
95,49915
96,49914
97,49913
98,49912
99,49911
100,49910
101,49909
102,49908
103,49907
104,49906
105,49905
106,49904
107,49903
108,49902
109,49901
110,49900
111,49899
112,49898
113,49897
114,49896
115,49895
116,49894
117,49893
118,49892
119,49891
120,49890
121,49889
122,49888
123,49887
124,49886
125,49885
126,49884
127,49883
128,49882
129,49881
130,49880
131,49879
132,49878
133,49877
134,49876
135,49875
136,49874
137,49873
138,49872
139,49871
140,49870
141,49869
142,49868
143,49867
144,49866
145,49865
146,49864
147,49863
148,49862
149,49861
150,49860
151,49859
152,49858
153,49857
154,49856
155,49855
156,49854
157,49853
158,49852
159,49851
160,49850
161,49849
162,49848
163,49847
164,49846
165,49845
166,49844
167,49843
168,49842
169,49841
170,49840
171,49839
172,49838
173,49837
174,49836
175,49835
176,49834
177,49833
178,49832
179,49831
180,49830
181,49829
182,49828
183,49827
184,49826
185,49825
186,49824
187,49823
188,49822
189,49821
190,49820
191,49819
192,49818
193,49817
194,49816
195,49815
196,49814
197,49813
198,49812
199,49811
200,49810
201,49809
202,49808
203,49807
204,49806
205,49805
206,49804
207,49803
208,49802
209,49801
210,49800
211,49799
212,49798
213,49797
214,49796
215,49795
216,49794
217,49793
218,49792
219,49791
220,49790
221,49789
222,49788
223,49787
224,49786
225,49785
226,49784
227,49783
228,49782
229,49781
230,49780
231,49779
232,49778
233,49777
234,49776
235,49775
236,49774
237,49773
238,49772
239,49771
240,49770
241,49769
242,49768
243,49767
244,49766
245,49765
246,49764
247,49763
248,49762
249,49761
250,49760
251,49759
252,49758
253,49757
254,49756
255,49755
256,49754
257,49753
258,49752
259,49751
260,49750
261,49749
262,49748
263,49747
264,49746
265,49745
266,49744
267,49743
268,49742
269,49741
270,49740
271,49739
272,49738
273,49737
274,49736
275,49735
276,49734
277,49733
278,49732
279,49731
280,49730
281,49729
282,49728
283,49727
284,49726
285,49725
286,49724
287,49723
288,49722
289,49721
290,49720
291,49719
292,49718
293,49717
294,49716
295,49715
296,49714
297,49713
298,49712
299,49711
300,49710
301,49709
302,49708
303,49707
304,49706
305,49705
306,49704
307,49703
308,49702
309,49701
310,49700
311,49699
312,49698
313,49697
314,49696
315,49695
316,49694
317,49693
318,49692
319,49691
320,49690
321,49689
322,49688
323,49687
324,49686
325,49685
326,49684
327,49683
328,49682
329,49681
330,49680
331,49679
332,49678
333,49677
334,49676
335,49675
336,49674
337,49673
338,49672
339,49671
340,49670
341,49669
342,49668
343,49667
344,49666
345,49665
346,49664
347,49663
348,49662
349,49661
350,49660
351,49659
352,49658
353,49657
354,49656
355,49655
356,49654
357,49653
358,49652
359,49651
360,49650
361,49649
362,49648
363,49647
364,49646
365,49645
366,49644
367,49643
368,49642
369,49641
370,49640
371,49639
372,49638
373,49637
374,49636
375,49635
376,49634
377,49633
378,49632
379,49631
380,49630
381,49629
382,49628
383,49627
384,49626
385,49625
386,49624
387,49623
388,49622
389,49621
390,49620
391,49619
392,49618
393,49617
394,49616
395,49615
396,49614
397,49613
398,49612
399,49611
400,49610
401,49609
402,49608
403,49607
404,49606
405,49605
406,49604
407,49603
408,49602
409,49601
410,49600
411,49599
412,49598
413,49597
414,49596
415,49595
416,49594
417,49593
418,49592
419,49591
420,49590
421,49589
422,49588
423,49587
424,49586
425,49585
426,49584
427,49583
428,49582
429,49581
430,49580
431,49579
432,49578
433,49577
434,49576
435,49575
436,49574
437,49573
438,49572
439,49571
440,49570
441,49569
442,49568
443,49567
444,49566
445,49565
446,49564
447,49563
448,49562
449,49561
450,49560
451,49559
452,49558
453,49557
454,49556
455,49555
456,49554
457,49553
458,49552
459,49551
460,49550
461,49549
462,49548
463,49547
464,49546
465,49545
466,49544
467,49543
468,49542
469,49541
470,49540
471,49539
472,49538
473,49537
474,49536
475,49535
476,49534
477,49533
478,49532
479,49531
480,49530
481,49529
482,49528
483,49527
484,49526
485,49525
486,49524
487,49523
488,49522
489,49521
490,49520
491,49519
492,49518
493,49517
494,49516
495,49515
496,49514
497,49513
498,49512
499,49511
500,49510
501,49509
502,49508
503,49507
504,49506
505,49505
506,49504
507,49503
508,49502
509,49501
510,49500
511,49499
512,49498
513,49497
514,49496
515,49495
516,49494
517,49493
518,49492
519,49491
520,49490
521,49489
522,49488
523,49487
524,49486
525,49485
526,49484
527,49483
528,49482
529,49481
530,49480
531,49479
532,49478
533,49477
534,49476
535,49475
536,49474
537,49473
538,49472
539,49471
540,49470
541,49469
542,49468
543,49467
544,49466
545,49465
546,49464
547,49463
548,49462
549,49461
550,49460
551,49459
552,49458
553,49457
554,49456
555,49455
556,49454
557,49453
558,49452
559,49451
560,49450
561,49449
562,49448
563,49447
564,49446
565,49445
566,49444
567,49443
568,49442
569,49441
570,49440
571,49439
572,49438
573,49437
574,49436
575,49435
576,49434
577,49433
578,49432
579,49431
580,49430
581,49429
582,49428
583,49427
584,49426
585,49425
586,49424
587,49423
588,49422
589,49421
590,49420
591,49419
592,49418
593,49417
594,49416
595,49415
596,49414
597,49413
598,49412
599,49411
600,49410
601,49409
602,49408
603,49407
604,49406
605,49405
606,49404
607,49403
608,49402
609,49401
610,49400
611,49399
612,49398
613,49397
614,49396
615,49395
616,49394
617,49393
618,49392
619,49391
620,49390
621,49389
622,49388
623,49387
624,49386
625,49385
626,49384
627,49383
628,49382
629,49381
630,49380
631,49379
632,49378
633,49377
634,49376
635,49375
636,49374
637,49373
638,49372
639,49371
640,49370
641,49369
642,49368
643,49367
644,49366
645,49365
646,49364
647,49363
648,49362
649,49361
650,49360
651,49359
652,49358
653,49357
654,49356
655,49355
656,49354
657,49353
658,49352
659,49351
660,49350
661,49349
662,49348
663,49347
664,49346
665,49345
666,49344
667,49343
668,49342
669,49341
670,49340
671,49339
672,49338
673,49337
674,49336
675,49335
676,49334
677,49333
678,49332
679,49331
680,49330
681,49329
682,49328
683,49327
684,49326
685,49325
686,49324
687,49323
688,49322
689,49321
690,49320
691,49319
692,49318
693,49317
694,49316
695,49315
696,49314
697,49313
698,49312
699,49311
700,49310
701,49309
702,49308
703,49307
704,49306
705,49305
706,49304
707,49303
708,49302
709,49301
710,49300
711,49299
712,49298
713,49297
714,49296
715,49295
716,49294
717,49293
718,49292
719,49291
720,49290
721,49289
722,49288
723,49287
724,49286
725,49285
726,49284
727,49283
728,49282
729,49281
730,49280
731,49279
732,49278
733,49277
734,49276
735,49275
736,49274
737,49273
738,49272
739,49271
740,49270
741,49269
742,49268
743,49267
744,49266
745,49265
746,49264
747,49263
748,49262
749,49261
750,49260
751,49259
752,49258
753,49257
754,49256
755,49255
756,49254
757,49253
758,49252
759,49251
760,49250
761,49249
762,49248
763,49247
764,49246
765,49245
766,49244
767,49243
768,49242
769,49241
770,49240
771,49239
772,49238
773,49237
774,49236
775,49235
776,49234
777,49233
778,49232
779,49231
780,49230
781,49229
782,49228
783,49227
784,49226
785,49225
786,49224
787,49223
788,49222
789,49221
790,49220
791,49219
792,49218
793,49217
794,49216
795,49215
796,49214
797,49213
798,49212
799,49211
800,49210
801,49209
802,49208
803,49207
804,49206
805,49205
806,49204
807,49203
808,49202
809,49201
810,49200
811,49199
812,49198
813,49197
814,49196
815,49195
816,49194
817,49193
818,49192
819,49191
820,49190
821,49189
822,49188
823,49187
824,49186
825,49185
826,49184
827,49183
828,49182
829,49181
830,49180
831,49179
832,49178
833,49177
834,49176
835,49175
836,49174
837,49173
838,49172
839,49171
840,49170
841,49169
842,49168
843,49167
844,49166
845,49165
846,49164
847,49163
848,49162
849,49161
850,49160
851,49159
852,49158
853,49157
854,49156
855,49155
856,49154
857,49153
858,49152
859,49151
860,49150
861,49149
862,49148
863,49147
864,49146
865,49145
866,49144
867,49143
868,49142
869,49141
870,49140
871,49139
872,49138
873,49137
874,49136
875,49135
876,49134
877,49133
878,49132
879,49131
880,49130
881,49129
882,49128
883,49127
884,49126
885,49125
886,49124
887,49123
888,49122
889,49121
890,49120
891,49119
892,49118
893,49117
894,49116
895,49115
896,49114
897,49113
898,49112
899,49111
900,49110
901,49109
902,49108
903,49107
904,49106
905,49105
906,49104
907,49103
908,49102
909,49101
910,49100
911,49099
912,49098
913,49097
914,49096
915,49095
916,49094
917,49093
918,49092
919,49091
920,49090
921,49089
922,49088
923,49087
924,49086
925,49085
926,49084
927,49083
928,49082
929,49081
930,49080
931,49079
932,49078
933,49077
934,49076
935,49075
936,49074
937,49073
938,49072
939,49071
940,49070
941,49069
942,49068
943,49067
944,49066
945,49065
946,49064
947,49063
948,49062
949,49061
950,49060
951,49059
952,49058
953,49057
954,49056
955,49055
956,49054
957,49053
958,49052
959,49051
960,49050
961,49049
962,49048
963,49047
964,49046
965,49045
966,49044
967,49043
968,49042
969,49041
970,49040
